"fonte","tipo","termo","conteudo","relevancia","regiao","cliente","fonte_busca","categoria","data_coleta","valor","url","buscador","posicao","descricao","canal","channelId","channelUrl","video_id","views","likes","commentCount","duration","publicado_em","tags","categoryId","desenvolvedor","rating","ratings_count","reviews_count","installs","price","currency","genre","contentRating","icon","app_id","version","updated","title","app","thumbsUpCount","replyContent","repliedAt"
"Google Suggest","sugestao","bitcoin","bitcoin janeiro 2025","562.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin ja era","560.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin janeiro 2024","559.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin jogo do tigre","558.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin jobs","557.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin ja chegou a quanto","556.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin jp morgan","555.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin janeiro 2023","554.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin janeiro 2026","553.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin juros eua","551.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin juros","550.0","br","chrome","web","expansao_j","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin knots","1250.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin kurs","850.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin keeper","602.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin kevin durant","601.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin kraken","600.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin kevin duran","558.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin krw","557.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin knots github","556.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin key","555.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin king","554.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin knots vs core","553.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin keeper wallet","552.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin kurs euro","551.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin kurs dollar","550.0","br","chrome","web","expansao_k","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin logo","900.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin login","851.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin liquidation heatmap","850.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin lightning","750.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin lançamento","601.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin livro","600.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin liquidation map","558.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin live","557.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin lixao","556.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin liquidation","555.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin lightning wallet","554.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin liquid","553.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin liquida","552.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin logo png","551.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin lastro","550.0","br","chrome","web","expansao_l","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin mining","601.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin miner","600.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin mayer multiple","562.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin market cap","561.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin magazine","560.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin monthly returns","559.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin moeda","558.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin mining app","557.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin mvrv","556.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin medo e ganancia","555.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin maxima historica","554.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin magazine pro","553.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin maior valor","552.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin mineração","551.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin mercado pago","550.0","br","chrome","web","expansao_m","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin noticias","1250.0","br","chrome","web","expansao_n","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin nubank","850.0","br","chrome","web","expansao_n","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin news","602.0","br","chrome","web","expansao_n","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Google Suggest","sugestao","bitcoin","bitcoin now","601.0","br","chrome","web","expansao_n","2025-12-12 01:59:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
